M0001;1;20;12;12;20;20;
M0001;2;5;48;3;80;80;
M0001;3;5;FinoFine;3;100;100;
MPREP;1;0;Prepagamento;0;0;0
MCHIU;1;0;Chiuso;0;0;0
MABB;1;0;FineSostaDef;0;0;0
