F0001;1;00:00;07:59;MPREP;1;0
F0001;2;08:00;18:59;M0001;1;0
F0001;3;19:00;23:59;MPREP;1;0
F0002;1;00:00;23:59;MPREP;1;0
F0003;1;00:00;23:59;MABB;1;0
